user_id,texto_relato,latitude,longitude,data,topico,urgency
citizen035,"Toda a quadra na beira da Lagoa no escuro. Cadê a Enel? Fiz o chamado pra Enel semana passada sobre o poste na beira da Lagoa e nada. Passando na beira da Lagoa à noite dá medo, zero iluminação.",-22.974854,-43.229784,2025-03-29,Iluminacao publica,alta
citizen026,"Mato alto na calçada na Rua Casuarina escondendo buracos. Ponto de ônibus na Rua Casuarina sem cobertura, chuva molha todo mundo.",-22.986316,-43.244917,2025-09-02,Espaco publico,alta
citizen036,"Animal silvestre ferido na Estrada da Gávea, precisa de resgate. Evento privado bloqueando a calçada na Estrada da Gávea sem aviso.",-22.986827,-43.244755,2026-05-11,Outro,media
citizen037,A coleta de lixo no Parque da Cidade sumiu. O que aconteceu? Tem uma montanha de lixo no Parque da Cidade que ninguém tira. Alguém jogou entulho de obra no Parque da Cidade e deixou largado.,-22.975918,-43.231225,2025-01-10,Lixo e conservacao,baixa
citizen022,Minha filha tem medo de passar na Rua Marquês de São Vicente de noite por causa do escuro.,-22.976287,-43.230889,2025-06-01,Iluminacao publica,alta
citizen010,Goteira de prédio na Rua Padre Leonel Franca molhando pedestres embaixo.,-22.974795,-43.231493,2026-02-18,Outro,alta
citizen014,Preciso sair cedo e na Rua Jardim Botânico tá perigoso antes de amanhecer. Tem pessoas suspeitas circulando na Rua Jardim Botânico toda noite.,-22.976036,-43.233640,2025-04-25,Seguranca e circulacao,media
citizen025,"Obra irregular acontecendo na Rua Pacheco Leão sem autorização aparente. Animal abandonado na Rua Pacheco Leão há dias, alguém pode ajudar?",-22.978953,-43.241321,2026-03-06,Outro,baixa
citizen014,Vários postes apagados aqui no bairro. Isso é descaso. Ia sair pra correr mas aqui no bairro tá escuro demais.,-22.976103,-43.229377,2025-05-06,Iluminacao publica,alta
citizen030,"Ônibus riscado e vandalizado no Parque da Cidade. Bebedouro público no Parque da Cidade vandalizado, sem funcionar. Equipamento de academia ao ar livre no Parque da Cidade destruído.",-22.987446,-43.245109,2026-01-20,Vandalismo,media
citizen058,Placa de trânsito arrancada na Rua Casuarina por vândalos.,-22.978135,-43.233559,2026-01-27,Vandalismo,baixa
citizen002,Desentendimento entre grupos na Rua Pacheco Leão que quase virou pancadaria.,-22.978234,-43.232862,2025-01-03,Conflito social,alta
citizen047,Área verde na Rua Lopes Quintas sendo invadida por carros.,-22.974087,-43.229887,2025-07-18,Espaco publico,baixa
citizen053,Quebraram as lâmpadas do poste na Rua Vice-Governador Rubens Berardo de propósito.,-22.987166,-43.245973,2025-01-27,Vandalismo,media
citizen046,"Sem iluminação na Rua Lopes Quintas, fica perigoso à noite. Poste caindo na Rua Lopes Quintas, além de escuro é perigoso. A iluminação na Rua Lopes Quintas simplesmente parou de funcionar.",-22.980029,-43.233867,2025-12-01,Iluminacao publica,alta
citizen025,Motocicleta subindo calçada na Rua Marquês de São Vicente assustando pedestres.,-22.987371,-43.245472,2025-10-01,Transito e mobilidade,baixa
citizen060,Picharam toda a parede na Rua Jardim Botânico de madrugada. Grafite obsceno na parede da escola na Rua Jardim Botânico. Portão da praça na Rua Jardim Botânico forçado e quebrado.,-22.977170,-43.225495,2025-06-25,Vandalismo,baixa
citizen043,"Carro com alarme disparado na Rua Pacheco Leão há horas. Pombos infestando o telhado na Rua Pacheco Leão, situação insalubre.",-22.979196,-43.232980,2025-07-29,Outro,media
citizen048,"Poste queimado na Rua Álvaro Chaves há mais de uma semana, ninguém conserta. Vários postes apagados na Rua Álvaro Chaves. Isso é descaso.",-22.973841,-43.228954,2025-08-27,Iluminacao publica,media
citizen018,"Pichação em cima de pichação no Parque da Cidade, ninguém limpa.",-22.987372,-43.245274,2026-04-05,Vandalismo,media
citizen025,Lona improvisada na Rua Jardim Botânico bloqueando sinalização. Carro com alarme disparado na Rua Jardim Botânico há horas.,-22.978430,-43.232125,2026-02-14,Outro,alta
citizen036,Ia sair pra correr mas na Rua Álvaro Chaves tá escuro demais.,-22.987535,-43.245507,2025-07-20,Iluminacao publica,alta
citizen050,"Família brigando na rua na Rua Jardim Botânico, situação constrangedora. Discussão por vaga de estacionamento na Rua Jardim Botânico virou caso de polícia.",-22.974837,-43.224314,2025-07-07,Conflito social,alta
citizen031,Conflito entre comerciantes e moradores na Rua Marquês de São Vicente sem solução. Briga feia entre vizinhos na Rua Marquês de São Vicente que já durou horas. Confusão no ponto de ônibus na Rua Marquês de São Vicente com gritos e empurra-empurra.,-22.974034,-43.230633,2025-11-03,Conflito social,alta
citizen060,"Há dias com sacos de lixo rasgados na Estrada da Gávea, cheios de inseto.",-22.975455,-43.225328,2026-01-21,Lixo e conservacao,baixa
citizen026,Desentendimento entre grupos perto da PUC-Rio que quase virou pancadaria.,-22.986511,-43.245657,2025-07-29,Conflito social,alta
citizen012,"Escrita de gangue pichada na Rua Lopes Quintas, intimidatório. Grafite obsceno na parede da escola na Rua Lopes Quintas.",-22.977149,-43.225174,2026-01-04,Vandalismo,baixa
citizen018,"Engarrafamento aqui no bairro todo dia no horário de pico. Semáforo quebrado aqui no bairro há dias, acidentes à vista. O trânsito aqui no bairro tá um caos nessa hora do dia.",-22.987150,-43.245595,2025-04-15,Transito e mobilidade,media
citizen054,Cano d'água estourando na Pista Cláudio Coutinho e ninguém da Cedae aparece.,-22.974446,-43.228760,2025-06-12,Outro,alta
citizen019,"Meu vizinho foi roubado na minha rua em plena tarde. Furto de retrovisor na minha rua, segundo da semana.",-22.985019,-43.246392,2025-03-12,Seguranca e circulacao,media
citizen034,O lixo na Rua Fonte da Saudade tá acumulado há dias e ninguém faz nada. Entulho de construção abandonado na Rua Fonte da Saudade há mais de um mês. A prefeitura precisa agir! O lixo na Rua Fonte da Saudade tá atraindo rato.,-22.978924,-43.233733,2026-04-08,Lixo e conservacao,media
citizen033,"Lixeiras públicas perto do Shopping da Gávea destruídas, joguei fora.",-22.979837,-43.233972,2026-02-06,Vandalismo,alta
citizen009,Brinquedo do parquinho na Praça Santos Dumont quebrado há meses.,-22.975088,-43.224084,2025-02-03,Espaco publico,media
citizen018,Ratos aparecendo por causa do lixo acumulado na Rua Lopes Quintas.,-22.978839,-43.231503,2025-07-31,Lixo e conservacao,media
citizen017,"Quebraram o espelho do retrovisor do meu carro na Praça Santos Dumont. Picharam o muro do condomínio na Praça Santos Dumont de novo. Lixeiras públicas na Praça Santos Dumont destruídas, joguei fora.",-22.978926,-43.234068,2025-06-03,Vandalismo,media
citizen048,A praça na Rua Marquês de São Vicente deveria ser pra todos mas tá inacessível. Espaço público na Rua Marquês de São Vicente virou estacionamento irregular.,-22.978708,-43.231711,2025-04-14,Espaco publico,media
citizen027,"Os postes na Rua Fonte da Saudade estão todos apagados faz dias. Poste caindo na Rua Fonte da Saudade, além de escuro é perigoso.",-22.987620,-43.245230,2026-02-15,Iluminacao publica,alta
citizen041,Calçada na minha rua com entulho e ninguém desobstrui.,-22.986758,-43.247896,2025-03-21,Espaco publico,baixa
citizen031,Cheguei em casa e havia marcas de tentativa de arrombamento na minha rua.,-22.978609,-43.242543,2025-03-29,Seguranca e circulacao,baixa
citizen045,"Veículo abandonado na Rua Padre Leonel Franca há semanas, virou lixo.",-22.979552,-43.241692,2026-05-08,Outro,baixa
citizen021,Vidro de poste de semáforo quebrado na Rua Pacheco Leão.,-22.976473,-43.225240,2026-05-22,Vandalismo,alta
citizen013,Tô passando no Parque da Cidade e o cheiro de lixo tá insuportável.,-22.978386,-43.233480,2025-11-30,Lixo e conservacao,baixa
citizen052,Moradores brigando por causa de barulho na Pista Cláudio Coutinho todo fim de semana. Confusão generalizada na Pista Cláudio Coutinho com xingamentos e empurrão. Barulho de briga na Pista Cláudio Coutinho perturbando todo o quarteirão.,-22.989252,-43.247017,2026-04-17,Conflito social,alta
citizen023,Briga feia entre vizinhos na Rua Álvaro Chaves que já durou horas.,-22.988160,-43.245516,2026-02-14,Conflito social,alta
citizen060,Vários postes apagados na Rua Padre Leonel Franca. Isso é descaso.,-22.976640,-43.226242,2025-07-03,Iluminacao publica,baixa
citizen024,Buraco enorme na Pista Cláudio Coutinho que já danificou dois carros.,-22.978542,-43.233298,2025-07-08,Transito e mobilidade,media
citizen029,Totem de informação na Rua Marquês de São Vicente quebrado e apagado.,-22.977728,-43.233585,2026-05-30,Espaco publico,media
citizen036,Calçada na Rua Jardim Botânico com desnível perigoso pra quem corre. Não tem bancos na praça na Rua Jardim Botânico pra sentar.,-22.976806,-43.231407,2025-12-12,Espaco publico,alta
citizen053,"Lixo espalhado por toda a calçada na Estrada da Gávea, impossível passar.",-22.974816,-43.230840,2026-04-03,Lixo e conservacao,baixa
citizen003,Entulho de construção abandonado na Rua Padre Leonel Franca há mais de um mês. A limpeza urbana na Rua Padre Leonel Franca foi esquecida completamente.,-22.987314,-43.245065,2026-01-19,Lixo e conservacao,baixa
citizen022,"Grupo bagunçando na Rua Vice-Governador Rubens Berardo até tarde, moradores com medo.",-22.988364,-43.245868,2025-01-13,Seguranca e circulacao,media
citizen034,"Carro estacionado em cima da calçada na Estrada da Gávea, pedestres na rua.",-22.975901,-43.229667,2026-01-01,Transito e mobilidade,media
citizen054,"Goteira de prédio aqui no bairro molhando pedestres embaixo. Animal silvestre ferido aqui no bairro, precisa de resgate.",-22.988065,-43.245432,2026-02-18,Outro,media
citizen056,Fiz o chamado pra Enel semana passada sobre o poste perto do Shopping da Gávea e nada.,-22.978059,-43.233704,2025-02-28,Iluminacao publica,media
citizen026,"Cheguei em casa e havia marcas de tentativa de arrombamento na Rua Álvaro Chaves. Furto de bike na Rua Álvaro Chaves, precisamos de mais policiamento.",-22.979787,-43.242128,2026-05-07,Seguranca e circulacao,alta
citizen003,Toda a quadra na Rua Padre Leonel Franca no escuro. Cadê a Enel?,-22.987321,-43.245783,2026-04-25,Iluminacao publica,media
citizen028,"Ônibus riscado e vandalizado na Rua Casuarina. Pichação em cima de pichação na Rua Casuarina, ninguém limpa.",-22.974816,-43.231667,2025-09-04,Vandalismo,media
citizen021,Moradores brigando por causa de barulho na Rua Fonte da Saudade todo fim de semana. Conflito entre comerciantes e moradores na Rua Fonte da Saudade sem solução.,-22.986358,-43.243904,2025-07-31,Conflito social,baixa
citizen031,"Calçada toda quebrada na beira da Lagoa, impossível pra cadeirante.",-22.977580,-43.231597,2026-03-19,Espaco publico,baixa
citizen053,Ia sair pra correr mas na Rua Jardim Botânico tá escuro demais.,-22.989459,-43.247453,2025-09-29,Iluminacao publica,alta
citizen057,"Muros recém-pintados na Rua Lopes Quintas já pichados novamente. Escrita de gangue pichada na Rua Lopes Quintas, intimidatório. Placa de trânsito arrancada na Rua Lopes Quintas por vândalos.",-22.985897,-43.244773,2026-01-18,Vandalismo,baixa
citizen049,"Viatura não passa na minha rua há dias, abandono policial.",-22.986360,-43.244293,2025-03-29,Seguranca e circulacao,media
citizen003,"Calçada toda quebrada perto do Shopping da Gávea, impossível pra cadeirante.",-22.979356,-43.233856,2025-07-25,Espaco publico,baixa
citizen040,"O ônibus linha 583 não para mais na minha rua, abandonaram o ponto. Buraco na minha rua que a prefeitura tampou com areia e abriu de novo.",-22.977362,-43.226159,2026-01-02,Transito e mobilidade,media
citizen054,"Tapume de obra perto do Shopping da Gávea tomando calçada inteira. Cano d'água estourando perto do Shopping da Gávea e ninguém da Cedae aparece. Fio de alta tensão caído perto do Shopping da Gávea, urgente.",-22.974281,-43.229487,2026-04-16,Outro,media
citizen052,Conflito entre moradores e ambulantes na Rua Fonte da Saudade.,-22.979565,-43.232267,2025-08-30,Conflito social,media
citizen012,"Tentativa de assalto na Pista Cláudio Coutinho esta manhã, me assustou muito.",-22.977544,-43.233896,2025-05-07,Seguranca e circulacao,alta
citizen018,"Ponto de ônibus perto da PUC-Rio sem cobertura, chuva molha todo mundo.",-22.986700,-43.246315,2025-04-22,Espaco publico,baixa
citizen037,"Motocicleta subindo calçada na Rua Padre Leonel Franca assustando pedestres. Placa de rua caída na Rua Padre Leonel Franca há semanas. Asfalto esburacado na Rua Padre Leonel Franca, minha suspensão já sofreu.",-22.977890,-43.234132,2025-08-31,Transito e mobilidade,media
citizen043,"Disputa de área na Pista Cláudio Coutinho entre grupos rivais. Família brigando na rua na Pista Cláudio Coutinho, situação constrangedora.",-22.978126,-43.232863,2025-01-20,Conflito social,alta
citizen047,"Sem luz perto da PUC-Rio à noite, carro entrou em buraco ontem.",-22.988483,-43.245068,2025-08-23,Iluminacao publica,baixa
citizen001,Tô passando na beira da Lagoa e o cheiro de lixo tá insuportável. Já faz uma semana que o lixo não é coletado na beira da Lagoa.,-22.974006,-43.227806,2026-02-27,Lixo e conservacao,baixa
citizen032,Quiosque clandestino na Rua Marquês de São Vicente gerando confusão e briga. Atividade suspeita na Rua Marquês de São Vicente toda madrugada.,-22.987409,-43.245865,2025-11-13,Seguranca e circulacao,alta
citizen050,"Animal silvestre ferido na minha rua, precisa de resgate. Pombos infestando o telhado na minha rua, situação insalubre. Problema que precisa de atenção na minha rua mas não sei pra quem ligar.",-22.977580,-43.224411,2025-02-02,Outro,baixa
citizen025,Ratos aparecendo por causa do lixo acumulado na Rua Fonte da Saudade.,-22.975188,-43.225853,2025-11-21,Lixo e conservacao,media
citizen041,Discussão por vaga de estacionamento na Rua Fonte da Saudade virou caso de polícia. Conflito relacionado a entrega de aplicativo na Rua Fonte da Saudade ficou feio. Vizinho colocando som alto na Rua Fonte da Saudade até meia-noite toda noite.,-22.977128,-43.224907,2025-04-14,Conflito social,alta
citizen049,Confusão generalizada na Estrada da Gávea com xingamentos e empurrão.,-22.979865,-43.242096,2025-10-05,Conflito social,alta
citizen006,Sacos de lixo espalhados na calçada no Parque da Cidade desde ontem.,-22.989103,-43.246678,2026-03-22,Lixo e conservacao,media
citizen020,"Viatura não passa na Rua Casuarina há dias, abandono policial.",-22.986257,-43.247199,2026-01-31,Seguranca e circulacao,baixa
citizen023,Portão da praça na Praça Santos Dumont forçado e quebrado.,-22.988096,-43.245213,2025-07-02,Vandalismo,media
citizen024,Área verde na minha rua sendo invadida por carros.,-22.977474,-43.224000,2026-02-10,Espaco publico,media
citizen054,A prefeitura precisa agir! O lixo na beira da Lagoa tá atraindo rato. A coleta de lixo na beira da Lagoa sumiu. O que aconteceu?,-22.976001,-43.229908,2026-01-12,Lixo e conservacao,media
citizen040,Entulho de construção abandonado na Estrada da Gávea há mais de um mês.,-22.978930,-43.234482,2025-08-21,Lixo e conservacao,media
citizen030,"Trânsito parado na Rua Jardim Botânico por obra sem aviso prévio. O trânsito na Rua Jardim Botânico tá um caos nessa hora do dia. Desvio de obra na Rua Jardim Botânico sem sinalização adequada, confuso demais.",-22.986030,-43.246565,2025-01-11,Transito e mobilidade,baixa
citizen035,"O ônibus linha 583 não para mais na Rua Fonte da Saudade, abandonaram o ponto. Desvio de obra na Rua Fonte da Saudade sem sinalização adequada, confuso demais.",-22.985911,-43.244731,2025-02-15,Transito e mobilidade,alta
citizen057,Minha rua virou lixão. Tem lixo na Estrada da Gávea por todo lado.,-22.976055,-43.225783,2025-04-04,Lixo e conservacao,alta
citizen015,"Furto de retrovisor na Rua Vice-Governador Rubens Berardo, segundo da semana. Viatura não passa na Rua Vice-Governador Rubens Berardo há dias, abandono policial.",-22.977666,-43.232845,2025-07-10,Seguranca e circulacao,alta
citizen020,"A praça perto da PUC-Rio tá abandonada, ninguém cuida.",-22.986534,-43.244719,2025-05-13,Espaco publico,media
citizen010,A rua na Rua Marquês de São Vicente ficou escura e aumentou os furtos.,-22.979831,-43.241625,2026-02-11,Iluminacao publica,baixa
citizen056,Confusão no ponto de ônibus na Rua Padre Leonel Franca com gritos e empurra-empurra. Conflito entre comerciantes e moradores na Rua Padre Leonel Franca sem solução. Briga entre crianças na Rua Padre Leonel Franca que virou bagunça de adulto.,-22.975527,-43.224775,2025-04-14,Conflito social,baixa
citizen001,Atividade suspeita perto do Shopping da Gávea toda madrugada. Quiosque clandestino perto do Shopping da Gávea gerando confusão e briga.,-22.973963,-43.227938,2026-03-28,Seguranca e circulacao,media
citizen001,Já faz uma semana que o lixo não é coletado na beira da Lagoa.,-22.987784,-43.245956,2025-02-25,Lixo e conservacao,baixa
citizen014,Briga entre crianças na Praça Santos Dumont que virou bagunça de adulto.,-22.975426,-43.230437,2026-03-31,Conflito social,alta
citizen048,Criança com medo de ir pra escola passando no Parque da Cidade.,-22.986214,-43.245021,2026-05-23,Seguranca e circulacao,media
citizen024,"Poste caindo no Parque da Cidade, além de escuro é perigoso.",-22.976736,-43.224968,2026-03-18,Iluminacao publica,alta
citizen010,Minha rua virou lixão. Tem lixo na Estrada da Gávea por todo lado. Jogaram móveis velhos na Estrada da Gávea e ninguém recolhe.,-22.975919,-43.224589,2025-06-24,Lixo e conservacao,media
citizen047,Quebraram o espelho do retrovisor do meu carro na Rua Fonte da Saudade.,-22.975676,-43.230468,2026-02-16,Vandalismo,media
citizen038,"Preciso sair cedo e na Estrada da Gávea tá perigoso antes de amanhecer. Furto de retrovisor na Estrada da Gávea, segundo da semana. Fui assaltado na Estrada da Gávea ontem à noite, tá perigoso.",-22.987826,-43.246314,2026-04-10,Seguranca e circulacao,alta
citizen003,Quebraram o espelho do retrovisor do meu carro na Praça Santos Dumont. Muros recém-pintados na Praça Santos Dumont já pichados novamente.,-22.976110,-43.224000,2026-05-22,Vandalismo,media
citizen004,Ia sair pra correr mas na beira da Lagoa tá escuro demais.,-22.974657,-43.230702,2025-11-19,Iluminacao publica,alta
citizen009,Briga feia entre vizinhos na Rua Marquês de São Vicente que já durou horas.,-22.975016,-43.228537,2025-10-06,Conflito social,alta
citizen027,Briga de bar na Rua Padre Leonel Franca que saiu pro meio da rua.,-22.978252,-43.233782,2025-12-19,Conflito social,alta
citizen010,A coleta de lixo na Rua Jardim Botânico sumiu. O que aconteceu? Minha rua virou lixão. Tem lixo na Rua Jardim Botânico por todo lado.,-22.979908,-43.232347,2025-11-21,Lixo e conservacao,media
citizen012,Tapume de obra na Rua Casuarina tomando calçada inteira.,-22.979831,-43.233230,2025-12-15,Outro,media
citizen058,Terreno abandonado aqui no bairro com mato e lixo acumulado. Problema que precisa de atenção aqui no bairro mas não sei pra quem ligar.,-22.977482,-43.230947,2025-11-27,Outro,alta
citizen005,"Sem luz na Rua Casuarina à noite, carro entrou em buraco ontem. Voltei do trabalho tarde e a rua na Rua Casuarina tava no breu total.",-22.980839,-43.242844,2025-11-27,Iluminacao publica,media
citizen003,"Vazamento de gás logo ali na esquina, chamei o Riogas mas demora. Fiação elétrica exposta logo ali na esquina, perigo de choque.",-22.975744,-43.230168,2026-03-15,Outro,baixa
citizen039,"Drenagem entupida perto da PUC-Rio, qualquer chuva alaga tudo.",-22.989313,-43.244034,2025-08-22,Espaco publico,media
citizen004,Totem de informação na Rua Jardim Botânico quebrado e apagado.,-22.988325,-43.245070,2025-03-08,Espaco publico,alta
citizen049,"Vazamento de gás na Rua Álvaro Chaves, chamei o Riogas mas demora. Obra irregular acontecendo na Rua Álvaro Chaves sem autorização aparente. Problema que precisa de atenção na Rua Álvaro Chaves mas não sei pra quem ligar.",-22.987379,-43.246554,2025-01-22,Outro,alta
citizen046,"Terreno abandonado perto do Shopping da Gávea com mato e lixo acumulado. Evento privado bloqueando a calçada perto do Shopping da Gávea sem aviso. Fio de alta tensão caído perto do Shopping da Gávea, urgente.",-22.975913,-43.231601,2025-04-06,Outro,media
citizen023,"Desvio de obra na Pista Cláudio Coutinho sem sinalização adequada, confuso demais.",-22.973252,-43.229703,2026-01-30,Transito e mobilidade,media
citizen027,Falta rampa de acessibilidade na Rua Marquês de São Vicente.,-22.975242,-43.230941,2025-08-06,Espaco publico,media
citizen060,"Vidro de poste de semáforo quebrado na Rua Vice-Governador Rubens Berardo. Escrita de gangue pichada na Rua Vice-Governador Rubens Berardo, intimidatório.",-22.976036,-43.226422,2025-04-28,Vandalismo,media
citizen045,"Fui assaltado na Rua Casuarina ontem à noite, tá perigoso.",-22.980378,-43.232788,2026-02-09,Seguranca e circulacao,alta
citizen029,Muros recém-pintados na Rua Casuarina já pichados novamente.,-22.975516,-43.228061,2025-05-16,Vandalismo,alta
citizen001,Calçada na Rua Álvaro Chaves com entulho e ninguém desobstrui.,-22.988107,-43.246584,2025-03-12,Espaco publico,baixa
citizen008,Terreno abandonado na beira da Lagoa com mato e lixo acumulado.,-22.973513,-43.228257,2025-05-19,Outro,media
citizen012,Discussão por vaga de estacionamento na Rua Pacheco Leão virou caso de polícia.,-22.979867,-43.235200,2025-07-30,Conflito social,alta
citizen025,"Ônibus riscado e vandalizado na Pista Cláudio Coutinho. Escrita de gangue pichada na Pista Cláudio Coutinho, intimidatório.",-22.987005,-43.245008,2025-10-16,Vandalismo,media
citizen014,Quebraram o monumento aqui no bairro que estava restaurado. Vidro de poste de semáforo quebrado aqui no bairro.,-22.976041,-43.232355,2025-02-03,Vandalismo,media
citizen050,Picharam o muro do condomínio na Estrada da Gávea de novo.,-22.978747,-43.243819,2025-05-20,Vandalismo,baixa
citizen025,"Grupo bagunçando na Rua Marquês de São Vicente até tarde, moradores com medo. Furto de retrovisor na Rua Marquês de São Vicente, segundo da semana. Carro arrombado na Rua Marquês de São Vicente de madrugada, terceiro esse mês.",-22.976593,-43.224481,2026-01-25,Seguranca e circulacao,media
citizen003,Totem de informação na Praça Santos Dumont quebrado e apagado.,-22.975579,-43.224480,2025-01-01,Espaco publico,baixa
citizen043,Tapume de obra na beira da Lagoa tomando calçada inteira.,-22.986229,-43.245910,2026-02-01,Outro,baixa
citizen031,Criança com medo de ir pra escola passando perto do Shopping da Gávea.,-22.976647,-43.230467,2025-09-28,Seguranca e circulacao,media
citizen003,"Árvore caída no Parque da Cidade desde a última chuva, ninguém tirou. Falta rampa de acessibilidade no Parque da Cidade.",-22.977780,-43.233836,2026-03-29,Espaco publico,media
citizen014,Confusão no ponto de ônibus na Praça Santos Dumont com gritos e empurra-empurra.,-22.974774,-43.229838,2025-07-13,Conflito social,baixa
citizen036,"Sem luz na Rua Lopes Quintas à noite, carro entrou em buraco ontem.",-22.977900,-43.242060,2026-04-10,Iluminacao publica,alta
citizen022,"Os postes na beira da Lagoa estão todos apagados faz dias. Poste queimado na beira da Lagoa há mais de uma semana, ninguém conserta. Acionei a prefeitura sobre o poste na beira da Lagoa e ficou no papel.",-22.978615,-43.233995,2026-05-31,Iluminacao publica,media
citizen041,"Árvore caída na Praça Santos Dumont desde a última chuva, ninguém tirou. Ponto de ônibus na Praça Santos Dumont sem cobertura, chuva molha todo mundo. Espaço público na Praça Santos Dumont virou estacionamento irregular.",-22.987308,-43.245036,2026-03-21,Espaco publico,baixa
