user_id,texto_relato,latitude,longitude,data,topico,urgency
citizen015,"Há um acúmulo gigante de lixo e entulho abandonado no terreno na perto da PUC-Rio. Como consequência direta, basta uma chuvinha para a rua inteira alagar e a água invadir as residências.",-22.979763,-43.243065,2026-01-15,Lixo e conservacao,alta
citizen002,"Aqui na Praça Santos Dumont, criminosos roubaram toda a fiação elétrica e os cabos de cobre dos postes. Com isso, deixou a vizinhança na escuridão total e os assaltos dispararam.",-22.976799,-43.227614,2025-11-08,Vandalismo,alta
citizen018,"Aqui na Vila Parque da Cidade, o caminhão da coleta parou de passar com a frequência regular. Com isso, basta uma chuvinha para a rua inteira alagar e a água invadir as residências.",-22.987472,-43.246687,2026-02-01,Lixo e conservacao,alta
citizen003,"Os tiroteios e confrontos armados entre facções e polícia estão constantes na perto da PUC-Rio. Como consequência direta, meu filho já perdeu várias aulas este mês por ter que ficar trancado em casa.",-22.976075,-43.224648,2025-10-05,Conflito social,alta
citizen019,Moro Vila Parque da Cidade e as brigas e agressões verbais entre pessoas em situação de rua assustam a todos. Essa situação é um absurdo porque não consigo levar minha mãe idosa para as consultas médicas no posto.,-22.974398,-43.226803,2025-11-04,Conflito social,baixa
citizen034,"Os muros públicos e escolares amanheceram pichados com símbolos de facções na Rua Artur Araripe. Como consequência direta, deixou a vizinhança na escuridão total e os assaltos dispararam.",-22.979694,-43.242483,2025-06-21,Vandalismo,alta
citizen011,Moro Rua Vice-Governador Rubens Berardo e os bailes com som alto ensurdecedor vão até o amanhecer sem controle. Essa situação é um absurdo porque minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.976747,-43.234169,2025-10-11,Conflito social,alta
citizen022,Moro Praça Santos Dumont e os tiroteios e confrontos armados entre facções e polícia estão constantes. Essa situação é um absurdo porque as crianças e adolescentes estão proibidos de brincar nas áreas públicas.,-22.979822,-43.241417,2026-02-16,Conflito social,alta
citizen038,"Os motoristas passam voando e não respeitam o limite de velocidade na Estrada da Gávea. Como consequência direta, os entregadores de aplicativo correm risco de acidentes graves todo dia. Os alagamentos constantes após as chuvas pioram tudo.",-22.980679,-43.244154,2026-01-14,Transito e mobilidade,media
citizen024,"Fui ameaçado por flanelinhas cobrando valores absurdos para estacionar na Rua Artur Araripe. Como consequência direta, as crianças e adolescentes estão proibidos de brincar nas áreas públicas. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.986174,-43.244611,2025-10-09,Conflito social,alta
citizen032,"As brigas e agressões verbais entre pessoas em situação de rua assustam a todos na Rua Artur Araripe. Como consequência direta, minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.975784,-43.228568,2025-10-08,Conflito social,alta
citizen039,"Aqui na Parque da Cidade, o caminhão da coleta parou de passar com a frequência regular. Com isso, as crianças não podem mais usar os espaços de lazer por causa da imundície. Os alagamentos constantes após as chuvas pioram tudo.",-22.974854,-43.229784,2026-03-10,Lixo e conservacao,media
citizen032,Moro perto da PUC-Rio e os bancos da nossa praça principal estão todos quebrados e depredados. Essa situação é um absurdo porque as famílias se afastaram e sentimos que fomos esquecidos pelo poder público.,-22.986316,-43.244917,2025-06-29,Espaco publico,media
citizen034,"Vários postes estão completamente apagados e no breu na Rua Artur Araripe. Como consequência direta, as mulheres estão sofrendo assédio constante nesse trecho escuro.",-22.986827,-43.244755,2025-09-07,Iluminacao publica,media
citizen011,Moro Rua Vice-Governador Rubens Berardo e as lixeiras públicas instaladas na praça foram arrancadas e sumiram. Essa situação é um absurdo porque deixou a vizinhança na escuridão total e os assaltos dispararam.,-22.975918,-43.231225,2026-04-09,Vandalismo,alta
citizen025,"Os muros públicos e escolares amanheceram pichados com símbolos de facções na Praça Santos Dumont. Como consequência direta, agora o lixo fica espalhado pelo chão gerando uma poluição visual terrível.",-22.976287,-43.230889,2025-11-03,Vandalismo,media
citizen027,"Os postes antigos estão piscando ou totalmente queimados na perto da PUC-Rio. Como consequência direta, as alunas da EJA estão deixando de ir às aulas no turno da noite por medo.",-22.974795,-43.231493,2025-10-03,Iluminacao publica,baixa
citizen025,Moro perto da PUC-Rio e as brigas e agressões verbais entre pessoas em situação de rua assustam a todos. Essa situação é um absurdo porque as crianças e adolescentes estão proibidos de brincar nas áreas públicas. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.976036,-43.233640,2025-10-08,Conflito social,alta
citizen010,Moro Estrada da Gávea e a quadra esportiva comunitária está com o piso destruído e traves caídas. Essa situação é um absurdo porque o local ficou vazio e acabou virando ponto de consumo de drogas e assaltos.,-22.978953,-43.241321,2026-06-05,Espaco publico,alta
citizen007,"Restos de feira e comida apodrecem na calçada por dias sem limpeza na Estrada da Gávea. Como consequência direta, as crianças não podem mais usar os espaços de lazer por causa da imundície. Os alagamentos constantes após as chuvas pioram tudo.",-22.976103,-43.229377,2026-01-28,Lixo e conservacao,media
citizen004,"As calçadas estão totalmente bloqueadas por sacos de lixo e resíduos na Rua Vice-Governador Rubens Berardo. Como consequência direta, as crianças não podem mais usar os espaços de lazer por causa da imundície.",-22.987446,-43.245109,2026-01-20,Lixo e conservacao,media
citizen022,"A faixa de pedestres está totalmente apagada e sem sinalização na perto da PUC-Rio. Como consequência direta, os entregadores de aplicativo correm risco de acidentes graves todo dia.",-22.978135,-43.233559,2025-09-19,Transito e mobilidade,alta
citizen013,Moro Rua Padre Leonel Franca e as calçadas estão totalmente bloqueadas por sacos de lixo e resíduos. Essa situação é um absurdo porque temos um risco enorme de surtos de dengue e leptospirose na vizinhança.,-22.978234,-43.232862,2026-02-07,Lixo e conservacao,media
citizen013,Moro Vila Parque da Cidade e os bueiros da rua estão completamente obstruídos por sujeira e garrafas. Essa situação é um absurdo porque os pedestres são obrigados a caminhar pelo meio da rua correndo risco de atropelamento.,-22.974087,-43.229887,2025-12-06,Lixo e conservacao,baixa
citizen039,"Aqui na Rua Vice-Governador Rubens Berardo, a faixa de pedestres está totalmente apagada e sem sinalização. Com isso, grávidas e idosos sofrem esperando o transporte público desconfortável.",-22.987166,-43.245973,2025-11-30,Transito e mobilidade,baixa
citizen010,"Moro Rua Vice-Governador Rubens Berardo e o caminhão da coleta parou de passar com a frequência regular. Essa situação é um absurdo porque isso atrai muitos ratos, baratas e gera um mau cheiro insuportável perto de casa. Os alagamentos constantes após as chuvas pioram tudo.",-22.980029,-43.233867,2026-02-06,Lixo e conservacao,media
citizen022,"Moro Praça Santos Dumont e as calçadas estão destruídas, cheias de buracos e degraus enormes. Essa situação é um absurdo porque os entregadores de aplicativo correm risco de acidentes graves todo dia. Os alagamentos constantes após as chuvas pioram tudo.",-22.987371,-43.245472,2026-02-26,Transito e mobilidade,media
citizen039,Moro perto da PUC-Rio e estão ocorrendo abordagens policiais abusivas e truculentas na comunidade. Essa situação é um absurdo porque os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.977170,-43.225495,2025-10-05,Conflito social,alta
citizen037,"Os brinquedos do parquinho infantil estão enferrujados e soltos na Rua Marquês de São Vicente. Como consequência direta, as famílias se afastaram e sentimos que fomos esquecidos pelo poder público.",-22.979196,-43.232980,2025-10-27,Espaco publico,baixa
citizen038,"Aqui na Vila Parque da Cidade, a iluminação pública simplesmente sumiu há semanas. Com isso, sinto um medo absurdo de assalto e violência ao voltar do trabalho.",-22.973841,-43.228954,2025-10-24,Iluminacao publica,alta
citizen003,"Aqui na Rua Vice-Governador Rubens Berardo, criminosos roubaram toda a fiação elétrica e os cabos de cobre dos postes. Com isso, agora o lixo fica espalhado pelo chão gerando uma poluição visual terrível.",-22.987372,-43.245274,2025-11-14,Vandalismo,media
citizen002,Moro Praça Santos Dumont e os tiroteios e confrontos armados entre facções e polícia estão constantes. Essa situação é um absurdo porque meu filho já perdeu várias aulas este mês por ter que ficar trancado em casa.,-22.978430,-43.232125,2025-11-14,Conflito social,alta
citizen036,"Aqui na perto da PUC-Rio, a quadra esportiva comunitária está com o piso destruído e traves caídas. Com isso, o abandono total gerou uma degradação sanitária horrível nas calçadas.",-22.987535,-43.245507,2026-05-19,Espaco publico,baixa
citizen034,Moro Rua Marquês de São Vicente e fui ameaçado por flanelinhas cobrando valores absurdos para estacionar. Essa situação é um absurdo porque minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.974837,-43.224314,2025-10-11,Conflito social,alta
citizen020,"Há um acúmulo gigante de lixo e entulho abandonado no terreno na Rua Vice-Governador Rubens Berardo. Como consequência direta, as crianças não podem mais usar os espaços de lazer por causa da imundície.",-22.974034,-43.230633,2026-03-10,Lixo e conservacao,media
citizen037,"Aqui na Estrada da Gávea, fui ameaçado por flanelinhas cobrando valores absurdos para estacionar. Com isso, as crianças e adolescentes estão proibidos de brincar nas áreas públicas. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.975455,-43.225328,2025-11-15,Conflito social,alta
citizen012,"Aqui na perto da PUC-Rio, o ponto de ônibus não tem nenhuma cobertura contra chuva nem assento. Com isso, como cadeirante, fico completamente excluído e sem conseguir circular.",-22.986511,-43.245657,2025-09-08,Transito e mobilidade,baixa
citizen035,Moro Beco do Vidigal (acesso Gávea) e os postes antigos estão piscando ou totalmente queimados. Essa situação é um absurdo porque sinto um medo absurdo de assalto e violência ao voltar do trabalho.,-22.977149,-43.225174,2025-10-28,Iluminacao publica,alta
citizen036,"Aqui na Estrada da Gávea, os sinais de trânsito foram depredados e estão desligados há dias. Com isso, agora o lixo fica espalhado pelo chão gerando uma poluição visual terrível.",-22.987150,-43.245595,2025-08-21,Vandalismo,media
citizen009,Moro Vila Parque da Cidade e as empresas cortaram as linhas de ônibus noturnas e esperamos por horas. Essa situação é um absurdo porque estudantes e trabalhadores estão em pânico coletivo na hora de circular a pé.,-22.974446,-43.228760,2025-11-24,Seguranca e circulacao,baixa
citizen006,"Moro Vila Parque da Cidade e os postes antigos estão piscando ou totalmente queimados. Essa situação é um absurdo porque eu, como idoso, quase sofri um acidente feio tropeçando nas calçadas.",-22.985019,-43.246392,2025-09-22,Iluminacao publica,media
citizen018,"Aqui na Estrada da Gávea, os bailes com som alto ensurdecedor vão até o amanhecer sem controle. Com isso, não consigo levar minha mãe idosa para as consultas médicas no posto. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.978924,-43.233733,2025-10-10,Conflito social,alta
citizen001,"A faixa de pedestres está totalmente apagada e sem sinalização na Beco do Vidigal (acesso Gávea). Como consequência direta, os entregadores de aplicativo correm risco de acidentes graves todo dia. Os alagamentos constantes após as chuvas pioram tudo.",-22.979837,-43.233972,2026-01-11,Transito e mobilidade,media
citizen005,"Não temos nenhum banheiro público ou equipamento urbano funcionando na Beco do Vidigal (acesso Gávea). Como consequência direta, as crianças correm o risco de se machucar gravemente nos ferros expostos.",-22.975088,-43.224084,2025-12-20,Espaco publico,baixa
citizen015,"Destruíram a cobertura do ponto de ônibus e picharam toda a estrutura na Vila Parque da Cidade. Como consequência direta, agora o lixo fica espalhado pelo chão gerando uma poluição visual terrível.",-22.978839,-43.231503,2025-11-05,Vandalismo,media
citizen026,"Aqui na Parque da Cidade, a faixa de pedestres está totalmente apagada e sem sinalização. Com isso, como cadeirante, fico completamente excluído e sem conseguir circular.",-22.978926,-43.234068,2025-10-23,Transito e mobilidade,baixa
citizen036,"Aqui na Rua Marquês de São Vicente, está rolando um apagão frequente na rede elétrica da rua. Com isso, sinto um medo absurdo de assalto e violência ao voltar do trabalho.",-22.978708,-43.231711,2025-10-28,Iluminacao publica,alta
citizen014,Moro Rua Marquês de São Vicente e fui ameaçado por flanelinhas cobrando valores absurdos para estacionar. Essa situação é um absurdo porque meu filho já perdeu várias aulas este mês por ter que ficar trancado em casa. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.987620,-43.245230,2025-10-10,Conflito social,alta
citizen008,"Aqui na Vila Parque da Cidade, os tiroteios e confrontos armados entre facções e polícia estão constantes. Com isso, as crianças e adolescentes estão proibidos de brincar nas áreas públicas.",-22.986758,-43.247896,2025-10-05,Conflito social,alta
citizen015,"O ponto de ônibus não tem nenhuma cobertura contra chuva nem assento na perto da PUC-Rio. Como consequência direta, está impossível atravessar com crianças e idosos com segurança. Os alagamentos constantes após as chuvas pioram tudo.",-22.978609,-43.242543,2026-01-08,Transito e mobilidade,media
citizen016,Moro Rua Padre Leonel Franca e os bailes com som alto ensurdecedor vão até o amanhecer sem controle. Essa situação é um absurdo porque as crianças e adolescentes estão proibidos de brincar nas áreas públicas. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.979552,-43.241692,2025-10-05,Conflito social,alta
citizen012,Moro Beco do Vidigal (acesso Gávea) e a faixa de pedestres está totalmente apagada e sem sinalização. Essa situação é um absurdo porque já presenciei três colisões feias entre motos e carros aqui nesse cruzamento.,-22.976473,-43.225240,2026-03-30,Transito e mobilidade,baixa
citizen036,"Aqui na Rua Vice-Governador Rubens Berardo, os postes antigos estão piscando ou totalmente queimados. Com isso, as mulheres estão sofrendo assédio constante nesse trecho escuro.",-22.978386,-43.233480,2025-08-30,Iluminacao publica,media
citizen024,"Aqui na Estrada da Gávea, as calçadas estão destruídas, cheias de buracos e degraus enormes. Com isso, está impossível atravessar com crianças e idosos com segurança. Os alagamentos constantes após as chuvas pioram tudo.",-22.989252,-43.247017,2026-03-10,Transito e mobilidade,media
citizen014,Moro Praça Santos Dumont e fui ameaçado por flanelinhas cobrando valores absurdos para estacionar. Essa situação é um absurdo porque minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.988160,-43.245516,2025-10-07,Conflito social,alta
citizen032,"Restos de feira e comida apodrecem na calçada por dias sem limpeza na Rua Marquês de São Vicente. Como consequência direta, basta uma chuvinha para a rua inteira alagar e a água invadir as residências.",-22.976640,-43.226242,2026-03-17,Lixo e conservacao,alta
citizen029,Moro Vila Parque da Cidade e a rampa de acessibilidade para cadeirantes está completamente quebrada. Essa situação é um absurdo porque já presenciei três colisões feias entre motos e carros aqui nesse cruzamento.,-22.978542,-43.233298,2025-07-26,Transito e mobilidade,baixa
citizen005,"Moro Estrada da Gávea e o ponto de ônibus não tem nenhuma cobertura contra chuva nem assento. Essa situação é um absurdo porque como cadeirante, fico completamente excluído e sem conseguir circular. Os alagamentos constantes após as chuvas pioram tudo.",-22.977728,-43.233585,2026-01-02,Transito e mobilidade,media
citizen008,"Aqui na Rua Vice-Governador Rubens Berardo, os bailes com som alto ensurdecedor vão até o amanhecer sem controle. Com isso, os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.976806,-43.231407,2025-10-10,Conflito social,alta
citizen008,Moro perto da PUC-Rio e criminosos roubaram toda a fiação elétrica e os cabos de cobre dos postes. Essa situação é um absurdo porque agora o lixo fica espalhado pelo chão gerando uma poluição visual terrível.,-22.974816,-43.230840,2025-08-21,Vandalismo,media
citizen034,"Aqui na perto da PUC-Rio, restos de feira e comida apodrecem na calçada por dias sem limpeza. Com isso, basta uma chuvinha para a rua inteira alagar e a água invadir as residências.",-22.987314,-43.245065,2025-11-07,Lixo e conservacao,alta
citizen004,"Aqui na Rua Padre Leonel Franca, fui ameaçado por flanelinhas cobrando valores absurdos para estacionar. Com isso, os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.988364,-43.245868,2025-11-18,Conflito social,alta
citizen030,Moro Estrada da Gávea e os motoristas passam voando e não respeitam o limite de velocidade. Essa situação é um absurdo porque grávidas e idosos sofrem esperando o transporte público desconfortável. Os alagamentos constantes após as chuvas pioram tudo.,-22.975901,-43.229667,2026-02-01,Transito e mobilidade,media
citizen003,"Os bueiros da rua estão completamente obstruídos por sujeira e garrafas na Praça Santos Dumont. Como consequência direta, temos um risco enorme de surtos de dengue e leptospirose na vizinhança.",-22.988065,-43.245432,2026-01-24,Lixo e conservacao,alta
citizen006,"Os bailes com som alto ensurdecedor vão até o amanhecer sem controle na Vila Parque da Cidade. Como consequência direta, os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.978059,-43.233704,2025-10-05,Conflito social,alta
citizen029,"Os aparelhos da academia ao ar livre da terceira idade sumiram ou quebraram na Beco do Vidigal (acesso Gávea). Como consequência direta, as famílias se afastaram e sentimos que fomos esquecidos pelo poder público.",-22.979787,-43.242128,2025-06-23,Espaco publico,baixa
citizen014,"Os bueiros da rua estão completamente obstruídos por sujeira e garrafas na Rua Vice-Governador Rubens Berardo. Como consequência direta, isso atrai muitos ratos, baratas e gera um mau cheiro insuportável perto de casa.",-22.987321,-43.245783,2026-03-07,Lixo e conservacao,alta
citizen030,"Aqui na Parque da Cidade, os postes antigos estão piscando ou totalmente queimados. Com isso, eu, como idoso, quase sofri um acidente feio tropeçando nas calçadas.",-22.974816,-43.231667,2025-10-03,Iluminacao publica,media
citizen004,"Aqui na Estrada da Gávea, o caminhão da coleta parou de passar com a frequência regular. Com isso, temos um risco enorme de surtos de dengue e leptospirose na vizinhança. Os alagamentos constantes após as chuvas pioram tudo.",-22.986358,-43.243904,2026-02-10,Lixo e conservacao,media
citizen025,"Aqui na Estrada da Gávea, destruíram a cobertura do ponto de ônibus e picharam toda a estrutura. Com isso, passa uma sensação nítida de abandono e falta de autoridade na região.",-22.977580,-43.231597,2025-10-11,Vandalismo,media
citizen032,Moro Parque da Cidade e as calçadas estão totalmente bloqueadas por sacos de lixo e resíduos. Essa situação é um absurdo porque os pedestres são obrigados a caminhar pelo meio da rua correndo risco de atropelamento.,-22.989459,-43.247453,2026-02-05,Lixo e conservacao,media
citizen004,Moro Vila Parque da Cidade e os tiroteios e confrontos armados entre facções e polícia estão constantes. Essa situação é um absurdo porque meu filho já perdeu várias aulas este mês por ter que ficar trancado em casa.,-22.985897,-43.244773,2025-11-18,Conflito social,alta
citizen032,Moro Praça Santos Dumont e os bancos da nossa praça principal estão todos quebrados e depredados. Essa situação é um absurdo porque o abandono total gerou uma degradação sanitária horrível nas calçadas.,-22.986360,-43.244293,2025-12-02,Espaco publico,media
citizen037,"As brigas e agressões verbais entre pessoas em situação de rua assustam a todos na Rua Artur Araripe. Como consequência direta, os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer.",-22.979356,-43.233856,2025-12-24,Conflito social,baixa
citizen025,"Aqui na Praça Santos Dumont, a faixa de pedestres está totalmente apagada e sem sinalização. Com isso, está impossível atravessar com crianças e idosos com segurança.",-22.977362,-43.226159,2026-06-09,Transito e mobilidade,baixa
citizen023,Moro Rua Vice-Governador Rubens Berardo e os engarrafamentos diários tornam o deslocamento de transporte público caótico. Essa situação é um absurdo porque fico exposto à criminalidade e com medo constante de morrer logo cedo.,-22.974281,-43.229487,2025-08-14,Seguranca e circulacao,baixa
citizen015,"Aqui na Rua Artur Araripe, estão ocorrendo abordagens policiais abusivas e truculentas na comunidade. Com isso, não consigo levar minha mãe idosa para as consultas médicas no posto.",-22.979565,-43.232267,2025-11-13,Conflito social,baixa
citizen019,"Aqui na perto da PUC-Rio, há um acúmulo gigante de lixo e entulho abandonado no terreno. Com isso, os pedestres são obrigados a caminhar pelo meio da rua correndo risco de atropelamento.",-22.977544,-43.233896,2026-03-14,Lixo e conservacao,media
citizen019,"As lixeiras públicas instaladas na praça foram arrancadas e sumiram na Estrada da Gávea. Como consequência direta, ficamos completamente vulneráveis sem a iluminação e sem segurança.",-22.986700,-43.246315,2025-10-29,Vandalismo,media
citizen014,Moro Parque da Cidade e a faixa de pedestres está totalmente apagada e sem sinalização. Essa situação é um absurdo porque está impossível atravessar com crianças e idosos com segurança. Os alagamentos constantes após as chuvas pioram tudo.,-22.977890,-43.234132,2026-03-10,Transito e mobilidade,media
citizen022,Moro Rua Marquês de São Vicente e há um acúmulo gigante de lixo e entulho abandonado no terreno. Essa situação é um absurdo porque as crianças não podem mais usar os espaços de lazer por causa da imundície.,-22.978126,-43.232863,2025-08-25,Lixo e conservacao,media
citizen034,"Fui ameaçado por flanelinhas cobrando valores absurdos para estacionar na Vila Parque da Cidade. Como consequência direta, os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.",-22.988483,-43.245068,2025-11-13,Conflito social,alta
citizen023,"A rampa de acessibilidade para cadeirantes está completamente quebrada na Rua Artur Araripe. Como consequência direta, grávidas e idosos sofrem esperando o transporte público desconfortável. Os alagamentos constantes após as chuvas pioram tudo.",-22.974006,-43.227806,2026-01-11,Transito e mobilidade,media
citizen006,"Criminosos roubaram toda a fiação elétrica e os cabos de cobre dos postes na Vila Parque da Cidade. Como consequência direta, o cruzamento virou um caos absoluto e perigosíssimo para os pedestres.",-22.987409,-43.245865,2025-10-10,Vandalismo,media
citizen022,"Aqui na Estrada da Gávea, o trecho entre o transporte e o acesso à comunidade não tem segurança alguma. Com isso, o direito básico de ir e vir sumiu devido à falta de policiamento preventivo.",-22.977580,-43.224411,2025-07-22,Seguranca e circulacao,baixa
citizen023,"Os tiroteios e confrontos armados entre facções e polícia estão constantes na Parque da Cidade. Como consequência direta, minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros.",-22.975188,-43.225853,2025-10-10,Conflito social,alta
citizen028,"A rampa de acessibilidade para cadeirantes está completamente quebrada na Rua Artur Araripe. Como consequência direta, já presenciei três colisões feias entre motos e carros aqui nesse cruzamento.",-22.977128,-43.224907,2025-09-23,Transito e mobilidade,baixa
citizen017,Moro Rua Artur Araripe e os engarrafamentos diários tornam o deslocamento de transporte público caótico. Essa situação é um absurdo porque o direito básico de ir e vir sumiu devido à falta de policiamento preventivo.,-22.979865,-43.242096,2026-04-19,Seguranca e circulacao,baixa
citizen021,Moro Rua Vice-Governador Rubens Berardo e os bailes com som alto ensurdecedor vão até o amanhecer sem controle. Essa situação é um absurdo porque os motoristas de aplicativo se recusam a entrar aqui na região após o anoitecer. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.989103,-43.246678,2025-11-18,Conflito social,alta
citizen011,Moro Rua Marquês de São Vicente e as brigas e agressões verbais entre pessoas em situação de rua assustam a todos. Essa situação é um absurdo porque minha ansiedade e insônia atacaram forte devido ao medo constante dos tiros. Os tiroteios frequentes nos deixam reféns dentro de casa.,-22.986257,-43.247199,2025-11-15,Conflito social,alta
