user_id,texto_relato,latitude,longitude,data,topico,urgency
c0004,"Faltou aviso e a luz da rua inteira apagou por dias. No escuro, a gente se sente totalmente vulnerável a assalto ao chegar em casa.",-22.966500,-43.216900,2026-06-02,Iluminacao publica,alta
c0008,"O Parque da Cidade é um patrimônio da Gávea, mas a falta de manutenção e de vigilância faz a gente evitar as trilhas, com medo de assalto.",-22.970700,-43.226800,2026-06-05,Seguranca e circulacao,media
c0012,"Caçamba de entulho largada há semanas estreitou a passagem da viela. Idosos e cadeirantes não conseguem passar e à noite ainda esconde quem quer fazer mal.",-22.969500,-43.217100,2026-06-08,Espaco publico,media
c0001,"Minha filha não sai mais à noite por causa da insegurança no entorno da Praça Santos Dumont. Falta iluminação e falta policiamento, é abandono total.",-22.975800,-43.223700,2026-06-10,Seguranca e circulacao,alta
c0009,"Aglomeração e venda de drogas tomaram um canto da praça depois que a iluminação queimou. As famílias se sentem ameaçadas e não usam mais o espaço.",-22.976700,-43.224400,2026-06-12,Conflito social,alta
c0003,"Vitrines e a parada de ônibus da rua principal amanheceram pichadas e quebradas de novo. O bairro vai ficando com cara de abandono e isso assusta o cliente.",-22.963500,-43.209700,2026-06-13,Vandalismo,baixa
c0010,"Lixo acumulado há semanas na esquina perto do Parque da Cidade. Já apareceram ratos e baratas; com criança brincando perto, temo um surto de leptospirose.",-22.970300,-43.227200,2026-06-14,Lixo e conservacao,alta
c0013,"O cruzamento sem semáforo funcionando na Marquês de São Vicente é uma roleta-russa. Pedestre idoso não consegue atravessar com segurança, já vi acidente.",-22.974200,-43.230400,2026-06-16,Transito e mobilidade,alta
c0011,"No mesmo ponto da viela tem poste apagado, esgoto vazando e lixo acumulado. É escuro, fede e perigoso — a gente convive com medo de assalto e de doença ao mesmo tempo.",-22.967800,-43.215800,2026-06-17,Outro,alta
c0005,"Falta um canal que realmente funcione para a gente reportar esses problemas da Gávea. A sensação é que ninguém escuta e os mesmos perigos se repetem todo mês.",-22.965600,-43.222100,2026-06-18,Outro,baixa
