user_id,texto_relato,latitude,longitude,data,topico,urgency
citizen07,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.974735,-43.224693,2026-05-01,Vandalismo,baixa
citizen02,Sou homem trans e sinto muita insegurança ao voltar do trabalho à noite. Preciso dar uma volta muito maior para evitar a avenida principal que está às escuras.,-22.979228,-43.233286,2025-12-09,Iluminacao publica,baixa
citizen04,"O caminhão da Comlurb parou de passar com regularidade e as sacolas de lixo já estão invadindo a pista, atrapalhando a passagem dos carros.",-22.974002,-43.232144,2026-01-10,Lixo e conservacao,media
citizen08,"Não tem uma lixeira pública sequer nessa rua de grande movimento do comércio da Gávea. As pessoas acabam jogando tudo no chão, virando uma imundície.",-22.987429,-43.246190,2026-04-19,Lixo e conservacao,baixa
citizen09,Presenciei uma discussão feia e agressiva entre guardas municipais e camelôs na calçada. Quase partiu para a violência física bem no meio dos pedestres.,-22.979763,-43.243065,2025-08-19,Conflito social,baixa
citizen08,"O embarque no terminal de ônibus é uma confusão generalizada e perigosa por falta de organização, filas e sinalização adequada.",-22.976799,-43.227614,2026-02-26,Seguranca e circulacao,baixa
citizen13,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.987472,-43.246687,2025-11-14,Vandalismo,alta
citizen05,O trecho escuro entre a parada de ônibus e o acesso à comunidade é uma zona de alto risco. Evito passar por lá de qualquer jeito após o anoitecer.,-22.976075,-43.224648,2026-03-21,Seguranca e circulacao,baixa
citizen04,"Eu evito ao máximo atravessar essa rua porque os carros passam voando e não respeitam os pedestres, já que não tem nenhuma placa de velocidade.",-22.974398,-43.226803,2026-06-13,Transito e mobilidade,baixa
citizen04,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.979694,-43.242483,2026-03-13,Outro,baixa
citizen10,A quadra de esportes comunitária está com as traves caídas e o piso todo rachado. Nossos jovens não têm mais onde praticar esportes com segurança.,-22.976747,-43.234169,2025-11-11,Espaco publico,baixa
citizen06,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.979822,-43.241417,2026-01-03,Outro,baixa
citizen12,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.980679,-43.244154,2025-09-24,Outro,baixa
citizen10,Os bancos da Praça Santos Dumont estão todos quebrados e destruídos. Os idosos que costumavam sentar aqui no fim da tarde não têm mais onde descansar.,-22.986174,-43.244611,2025-12-19,Espaco publico,media
citizen05,"Fui assaltada ontem de noite na região do viaduto da Gávea. Levaram minha bolsa e meu celular, tá perigoso demais passar por ali a pé.",-22.975784,-43.228568,2026-04-18,Conflito social,baixa
citizen10,"O caminhão da Comlurb parou de passar com regularidade e as sacolas de lixo já estão invadindo a pista, atrapalhando a passagem dos carros.",-22.974854,-43.229784,2026-02-14,Lixo e conservacao,media
citizen08,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.986316,-43.244917,2026-02-08,Transito e mobilidade,alta
citizen03,As árvores grandes sem poda estão batendo nos cabos de alta tensão da rua e provocando faíscas assustadoras sempre que venta forte.,-22.986827,-43.244755,2025-11-27,Outro,baixa
citizen07,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.975918,-43.231225,2025-12-29,Iluminacao publica,media
citizen03,Meu filho perdeu três dias de aula este mês por causa dos tiroteios intensos perto do trajeto da escola. Tivemos que ficar trancados no chão de casa.,-22.976287,-43.230889,2025-10-14,Conflito social,alta
citizen05,O acúmulo de lixo perto do posto de saúde está insuportável há semanas. O mau cheiro é forte e começaram a aparecer muitos ratos por lá.,-22.974795,-43.231493,2026-02-07,Lixo e conservacao,media
citizen03,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.976036,-43.233640,2026-02-01,Transito e mobilidade,alta
citizen11,"Nós, estudantes da PUC, estamos sofrendo com assaltos frequentes à mão armada nos pontos de ônibus do entorno da faculdade.",-22.978953,-43.241321,2025-10-29,Seguranca e circulacao,alta
citizen01,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.976103,-43.229377,2026-02-14,Transito e mobilidade,alta
citizen11,Meus filhos pequenos não podem mais brincar ou ir ao projeto social de esportes porque os confrontos armados acontecem a qualquer hora do dia.,-22.987446,-43.245109,2025-10-15,Conflito social,alta
citizen03,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.978135,-43.233559,2025-11-17,Iluminacao publica,media
citizen11,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.978234,-43.232862,2026-01-19,Vandalismo,baixa
citizen05,A depredação recorrente das estações e abrigos de transporte está dificultando a vida de quem precisa acordar cedo para trabalhar na Gávea.,-22.974087,-43.229887,2026-03-21,Vandalismo,baixa
citizen04,"Os frequentes confrontos armados e tiroteios me impedem de sair para trabalhar, causando faltas e o risco de eu perder meu emprego.",-22.987166,-43.245973,2026-02-16,Seguranca e circulacao,alta
citizen08,Eu estava andando de bicicleta e passei num buraco que não vi por falta de iluminação na via. Estourou o pneu e quase sofri um acidente grave.,-22.980029,-43.233867,2026-02-06,Iluminacao publica,alta
citizen09,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.987371,-43.245472,2025-12-04,Vandalismo,media
citizen09,A passarela de acesso está sem iluminação há meses. Eu e meus vizinhos já fomos assaltados ali por causa do breu completo.,-22.977170,-43.225495,2025-07-30,Iluminacao publica,baixa
citizen03,"Termina a feira de domingo e a rua fica imunda por dias. Restos de alimentos apodrecendo no chão, atraindo urubus e gerando um cheiro horrível.",-22.979196,-43.232980,2026-05-25,Lixo e conservacao,baixa
citizen02,Meus filhos pequenos não podem mais brincar ou ir ao projeto social de esportes porque os confrontos armados acontecem a qualquer hora do dia.,-22.973841,-43.228954,2025-10-13,Conflito social,alta
citizen07,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.987372,-43.245274,2025-10-16,Conflito social,alta
citizen04,"O embarque no terminal de ônibus é uma confusão generalizada e perigosa por falta de organização, filas e sinalização adequada.",-22.978430,-43.232125,2026-06-11,Seguranca e circulacao,baixa
citizen03,"Trabalho como agente comunitária de saúde e está quase impossível fazer visitas à noite. Muitas vielas estão completamente apagadas, gerando medo.",-22.987535,-43.245507,2025-07-21,Iluminacao publica,baixa
citizen04,Meu filho perdeu três dias de aula este mês por causa dos tiroteios intensos perto do trajeto da escola. Tivemos que ficar trancados no chão de casa.,-22.974837,-43.224314,2025-10-13,Conflito social,alta
citizen04,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.974034,-43.230633,2025-10-07,Conflito social,alta
citizen02,"O embarque no terminal de ônibus é uma confusão generalizada e perigosa por falta de organização, filas e sinalização adequada.",-22.975455,-43.225328,2026-04-12,Seguranca e circulacao,baixa
citizen14,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.986511,-43.245657,2026-03-19,Vandalismo,baixa
citizen13,"Como entregador de bicicleta, sofro muito com a falta de sinalização e ciclovias na Gávea. O percurso atrasa e corremos risco de vida.",-22.977149,-43.225174,2026-03-10,Seguranca e circulacao,baixa
citizen01,Não aguento mais o medo constante de morar aqui. Os conflitos frequentes entre grupos armados disputando o território tiram a nossa paz e o sono.,-22.987150,-43.245595,2025-10-16,Conflito social,alta
citizen07,"O caminhão da Comlurb parou de passar com regularidade e as sacolas de lixo já estão invadindo a pista, atrapalhando a passagem dos carros.",-22.974446,-43.228760,2026-03-28,Lixo e conservacao,media
citizen13,Gostaria de solicitar fiscalização de barulho comercial e ordem pública em estabelecimento na Rua Marquês de São Vicente.,-22.985019,-43.246392,2025-08-03,Outro,baixa
citizen13,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.978924,-43.233733,2026-02-03,Transito e mobilidade,media
citizen09,Picharam todo o muro da escola municipal durante a noite. O entorno está degradado e passa uma sensação terrível de abandono urbano.,-22.979837,-43.233972,2026-02-10,Vandalismo,baixa
citizen12,O único espaço de lazer público que temos para as crianças está caindo aos pedaços e virando um depósito de lixo.,-22.975088,-43.224084,2025-07-31,Espaco publico,media
citizen11,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.978839,-43.231503,2026-05-02,Outro,baixa
citizen14,Sou homem trans e sinto muita insegurança ao voltar do trabalho à noite. Preciso dar uma volta muito maior para evitar a avenida principal que está às escuras.,-22.978926,-43.234068,2025-11-12,Iluminacao publica,baixa
citizen04,"Nós, estudantes da PUC, estamos sofrendo com assaltos frequentes à mão armada nos pontos de ônibus do entorno da faculdade.",-22.978708,-43.231711,2026-01-12,Seguranca e circulacao,alta
citizen13,Minha ansiedade e insônia pioraram muito nas últimas semanas. O barulho de tiros frequentes perto das nossas casas está destruindo nossa saúde mental.,-22.987620,-43.245230,2025-10-20,Conflito social,alta
citizen01,Os bueiros da nossa rua estão completamente entupidos por lixo e garrafas pet. Basta uma chuvinha rápida para a rua virar um rio e alagar tudo.,-22.986758,-43.247896,2026-03-27,Lixo e conservacao,alta
citizen06,Trabalho no comércio da Gávea e estou chegando atrasado quase todo dia porque reduziram drasticamente os horários das linhas de ônibus.,-22.978609,-43.242543,2025-09-24,Transito e mobilidade,baixa
citizen05,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.979552,-43.241692,2025-11-02,Outro,baixa
citizen10,"A empresa de ônibus reduziu os horários noturnos e quem trabalha até mais tarde fica mofando no ponto, exposto aos assaltos da região.",-22.976473,-43.225240,2025-09-19,Seguranca e circulacao,alta
citizen04,"Um terreno abandonado aqui na rua virou depósito de lixo e móveis velhos. Além do mau cheiro, o local está atraindo criminosos e usuários de drogas.",-22.978386,-43.233480,2026-01-28,Lixo e conservacao,media
citizen11,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.989252,-43.247017,2025-12-06,Transito e mobilidade,baixa
citizen12,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.988160,-43.245516,2026-02-15,Transito e mobilidade,alta
citizen14,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.976640,-43.226242,2025-12-09,Transito e mobilidade,baixa
citizen11,É quase impossível atravessar essa avenida movimentada na Gávea. Não tem faixa de pedestres e os motoristas não param por nada.,-22.978542,-43.233298,2025-10-25,Seguranca e circulacao,baixa
citizen06,"Sou ciclista e ando com medo de morrer na Gávea. Não temos ciclovia nem sinalização, e os motoristas jogam o carro em cima da gente.",-22.977728,-43.233585,2025-06-25,Transito e mobilidade,baixa
citizen02,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.976806,-43.231407,2026-04-13,Outro,baixa
citizen07,O único espaço de lazer público que temos para as crianças está caindo aos pedaços e virando um depósito de lixo.,-22.974816,-43.230840,2026-04-20,Espaco publico,media
citizen01,Cadeirantes simplesmente não conseguem circular pelas calçadas devido aos degraus altos e buracos enormes na pavimentação.,-22.987314,-43.245065,2026-02-24,Espaco publico,baixa
citizen13,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.988364,-43.245868,2026-02-26,Iluminacao publica,media
citizen08,"Sou porteiro e vejo que as calçadas estão repletas de pessoas em situação de rua desamparadas, ocorrendo conflitos diários por falta de assistência.",-22.975901,-43.229667,2025-07-29,Espaco publico,baixa
citizen06,"Sentimos que a Gávea foi esquecida pelo poder público. Não há investimento em praças, parques ou áreas de convivência para nós.",-22.988065,-43.245432,2026-02-06,Espaco publico,baixa
citizen01,"A empresa de ônibus reduziu os horários noturnos e quem trabalha até mais tarde fica mofando no ponto, exposto aos assaltos da região.",-22.978059,-43.233704,2025-10-13,Seguranca e circulacao,alta
citizen13,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.979787,-43.242128,2025-12-20,Vandalismo,media
citizen04,"O embarque no terminal de ônibus é uma confusão generalizada e perigosa por falta de organização, filas e sinalização adequada.",-22.987321,-43.245783,2026-01-30,Seguranca e circulacao,baixa
citizen04,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.974816,-43.231667,2026-01-18,Vandalismo,media
citizen14,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.986358,-43.243904,2025-10-13,Conflito social,alta
citizen05,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.977580,-43.231597,2026-01-13,Transito e mobilidade,media
citizen13,Cadeirantes simplesmente não conseguem circular pelas calçadas devido aos degraus altos e buracos enormes na pavimentação.,-22.989459,-43.247453,2026-02-12,Espaco publico,baixa
citizen11,O lixo jogado perto do canal está entupindo tudo e exalando um odor terrível. Tenho pavor de que a próxima chuva forte cause uma enchente aqui.,-22.985897,-43.244773,2026-02-12,Lixo e conservacao,media
citizen06,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.986360,-43.244293,2025-12-10,Vandalismo,alta
citizen03,Perdi a consulta médica da minha mãe idosa porque os acessos da comunidade foram fechados logo cedo por causa de uma operação policial que dura dias.,-22.979356,-43.233856,2025-10-18,Conflito social,alta
citizen06,"Um terreno abandonado aqui na rua virou depósito de lixo e móveis velhos. Além do mau cheiro, o local está atraindo criminosos e usuários de drogas.",-22.977362,-43.226159,2026-01-09,Lixo e conservacao,media
citizen07,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.974281,-43.229487,2026-01-28,Transito e mobilidade,media
citizen12,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.979565,-43.232267,2026-02-28,Vandalismo,alta
citizen10,"Um terreno abandonado aqui na rua virou depósito de lixo e móveis velhos. Além do mau cheiro, o local está atraindo criminosos e usuários de drogas.",-22.977544,-43.233896,2025-11-17,Lixo e conservacao,media
citizen05,"Os frequentes confrontos armados e tiroteios me impedem de sair para trabalhar, causando faltas e o risco de eu perder meu emprego.",-22.986700,-43.246315,2026-03-27,Seguranca e circulacao,alta
citizen06,A praça onde levava meus netos está tomada por lixo acumulado e sujeira. Ninguém mais consegue frequentar o local por causa do abandono.,-22.977890,-43.234132,2026-02-10,Lixo e conservacao,media
citizen07,Está tendo muita discussão e briga entre os vizinhos por causa do descarte irregular de lixo nas áreas comuns e becos da nossa comunidade.,-22.978126,-43.232863,2025-08-11,Lixo e conservacao,media
citizen12,As árvores grandes sem poda estão batendo nos cabos de alta tensão da rua e provocando faíscas assustadoras sempre que venta forte.,-22.988483,-43.245068,2026-05-23,Outro,baixa
citizen04,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.974006,-43.227806,2025-10-18,Conflito social,alta
citizen11,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.987409,-43.245865,2025-12-25,Vandalismo,alta
citizen02,"Estou grávida e passo muito mal esperando o ônibus aqui na Gávea, pois o ponto não tem nenhum assento e nenhuma cobertura contra o sol ou chuva.",-22.977580,-43.224411,2026-01-07,Transito e mobilidade,media
citizen14,O trecho escuro entre a parada de ônibus e o acesso à comunidade é uma zona de alto risco. Evito passar por lá de qualquer jeito após o anoitecer.,-22.975188,-43.225853,2025-08-07,Seguranca e circulacao,baixa
citizen07,Gostaria de solicitar fiscalização de barulho comercial e ordem pública em estabelecimento na Rua Marquês de São Vicente.,-22.977128,-43.224907,2025-09-03,Outro,baixa
citizen09,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.979865,-43.242096,2025-12-14,Iluminacao publica,media
citizen03,"Durante a operação policial ontem na comunidade, sofremos abordagens extremamente truculentas e abusivas dentro da nossa própria rua.",-22.989103,-43.246678,2025-10-13,Conflito social,alta
citizen13,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.986257,-43.247199,2025-11-21,Vandalismo,alta
citizen14,Gostaria de solicitar fiscalização de barulho comercial e ordem pública em estabelecimento na Rua Marquês de São Vicente.,-22.988096,-43.245213,2025-11-29,Outro,baixa
citizen13,Presenciei uma discussão feia e agressiva entre guardas municipais e camelôs na calçada. Quase partiu para a violência física bem no meio dos pedestres.,-22.977474,-43.224000,2025-11-24,Conflito social,baixa
citizen04,Gostaria de solicitar fiscalização de barulho comercial e ordem pública em estabelecimento na Rua Marquês de São Vicente.,-22.976001,-43.229908,2026-01-03,Outro,baixa
citizen13,O lixo jogado perto do canal está entupindo tudo e exalando um odor terrível. Tenho pavor de que a próxima chuva forte cause uma enchente aqui.,-22.978930,-43.234482,2026-02-21,Lixo e conservacao,media
citizen13,As calçadas aqui na Gávea estão intransitáveis para quem tem carrinho de bebê ou deficiência. Não há rampas e há muitos obstáculos no caminho.,-22.986030,-43.246565,2026-04-14,Espaco publico,baixa
citizen11,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.985911,-43.244731,2025-11-17,Vandalismo,media
citizen10,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.976055,-43.225783,2025-11-09,Outro,baixa
citizen10,Minha família convive diariamente com um lixão a céu aberto colado no nosso muro. O descarte irregular de entulho aqui virou rotina.,-22.977666,-43.232845,2025-09-02,Lixo e conservacao,media
citizen11,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.986534,-43.244719,2025-10-09,Outro,baixa
citizen03,As calçadas aqui na Gávea estão intransitáveis para quem tem carrinho de bebê ou deficiência. Não há rampas e há muitos obstáculos no caminho.,-22.979831,-43.241625,2025-07-11,Espaco publico,baixa
citizen10,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.975527,-43.224775,2026-01-06,Iluminacao publica,media
citizen01,Levaram os cabos de cobre dos postes novamente esta madrugada. Minha rua está totalmente às escuras e os assaltos explodiram aqui na região.,-22.973963,-43.227938,2025-12-16,Vandalismo,alta
citizen01,Meu filho perdeu três dias de aula este mês por causa dos tiroteios intensos perto do trajeto da escola. Tivemos que ficar trancados no chão de casa.,-22.987784,-43.245956,2025-10-20,Conflito social,alta
citizen05,"Voltar do trabalho à noite na Gávea está assustador. Ruas desertas, escuras e sem nenhuma segurança ou policiamento visível.",-22.975426,-43.230437,2026-04-22,Seguranca e circulacao,baixa
citizen11,O acesso ao posto de saúde está com vários postes apagados. Saio do meu tratamento noturno e sinto uma insegurança enorme ao andar por aqui.,-22.986214,-43.245021,2026-02-04,Iluminacao publica,media
citizen03,Os bancos da Praça Santos Dumont estão todos quebrados e destruídos. Os idosos que costumavam sentar aqui no fim da tarde não têm mais onde descansar.,-22.976736,-43.224968,2026-01-17,Espaco publico,media
citizen14,"Durante a operação policial ontem na comunidade, sofremos abordagens extremamente truculentas e abusivas dentro da nossa própria rua.",-22.975919,-43.224589,2025-11-23,Conflito social,baixa
citizen05,"Apareceram pichações enormes fazendo referência a facções criminosas nos muros da nossa rua, gerando um clima de medo e opressão.",-22.975676,-43.230468,2025-09-03,Vandalismo,baixa
citizen10,"O caminhão da Comlurb parou de passar com regularidade e as sacolas de lixo já estão invadindo a pista, atrapalhando a passagem dos carros.",-22.987826,-43.246314,2026-01-08,Lixo e conservacao,media
citizen07,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.976110,-43.224000,2026-03-21,Outro,baixa
citizen02,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.974657,-43.230702,2026-06-14,Conflito social,alta
citizen14,"As calçadas estão bloqueadas por sacos de lixo e entulho de obras. Nós pedestres temos que andar pelo meio da rua, correndo risco.",-22.975016,-43.228537,2026-02-10,Lixo e conservacao,media
citizen13,Eu sou idoso e acabei sofrendo um tombo feio voltando do supermercado por causa da escuridão e falta de iluminação na rua da minha casa.,-22.978252,-43.233782,2025-12-13,Iluminacao publica,media
citizen13,As árvores grandes sem poda estão batendo nos cabos de alta tensão da rua e provocando faíscas assustadoras sempre que venta forte.,-22.979908,-43.232347,2025-11-01,Outro,baixa
citizen13,O lixo jogado perto do canal está entupindo tudo e exalando um odor terrível. Tenho pavor de que a próxima chuva forte cause uma enchente aqui.,-22.979831,-43.233230,2026-01-26,Lixo e conservacao,media
citizen08,"Um terreno abandonado aqui na rua virou depósito de lixo e móveis velhos. Além do mau cheiro, o local está atraindo criminosos e usuários de drogas.",-22.977482,-43.230947,2025-09-12,Lixo e conservacao,media
citizen14,Não temos um banheiro público funcionando na região e isso está gerando problemas graves de saneamento e mau cheiro nas esquinas.,-22.980839,-43.242844,2025-08-11,Espaco publico,baixa
citizen14,"Sou ciclista e ando com medo de morrer na Gávea. Não temos ciclovia nem sinalização, e os motoristas jogam o carro em cima da gente.",-22.975744,-43.230168,2025-07-02,Transito e mobilidade,baixa
citizen09,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.989313,-43.244034,2026-01-05,Transito e mobilidade,alta
citizen12,"Sentimos que a Gávea foi esquecida pelo poder público. Não há investimento em praças, parques ou áreas de convivência para nós.",-22.988325,-43.245070,2025-07-07,Espaco publico,baixa
citizen05,Os bueiros da nossa rua estão completamente entupidos por lixo e garrafas pet. Basta uma chuvinha rápida para a rua virar um rio e alagar tudo.,-22.987379,-43.246554,2026-01-29,Lixo e conservacao,alta
citizen08,"Sempre que chove forte, a rua principal de acesso alaga completamente. Fico presa sem conseguir ir trabalhar ou levar meus filhos na creche.",-22.975913,-43.231601,2026-01-06,Transito e mobilidade,alta
citizen11,Fiquei ilhado no ponto de ônibus porque o transporte público parou de circular completamente após o início de um tiroteio na região.,-22.973252,-43.229703,2025-10-15,Conflito social,alta
citizen01,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.975242,-43.230941,2026-02-19,Vandalismo,media
citizen13,O lixo jogado perto do canal está entupindo tudo e exalando um odor terrível. Tenho pavor de que a próxima chuva forte cause uma enchente aqui.,-22.976036,-43.226422,2025-09-06,Lixo e conservacao,media
citizen04,Minha ansiedade e insônia pioraram muito nas últimas semanas. O barulho de tiros frequentes perto das nossas casas está destruindo nossa saúde mental.,-22.980378,-43.232788,2025-10-13,Conflito social,alta
citizen08,"Falta fiscalização urbana e ordenamento de posturas na saída da faculdade, ambulantes estão ocupando todo o espaço público.",-22.975516,-43.228061,2026-05-09,Outro,baixa
citizen14,Os aparelhos da academia ao ar livre foram quebrados por vândalos no final de semana. Agora ninguém mais consegue usar os equipamentos.,-22.988107,-43.246584,2026-02-22,Vandalismo,media
citizen11,A praça onde levava meus netos está tomada por lixo acumulado e sujeira. Ninguém mais consegue frequentar o local por causa do abandono.,-22.973513,-43.228257,2026-01-13,Lixo e conservacao,media
citizen04,Não aguento mais o medo constante de morar aqui. Os conflitos frequentes entre grupos armados disputando o território tiram a nossa paz e o sono.,-22.979867,-43.235200,2025-10-18,Conflito social,alta
citizen02,O lixo jogado perto do canal está entupindo tudo e exalando um odor terrível. Tenho pavor de que a próxima chuva forte cause uma enchente aqui.,-22.987005,-43.245008,2025-09-01,Lixo e conservacao,media
citizen04,Os sinais de trânsito da avenida estão apagados há dias porque roubaram a fiação elétrica de noite. O cruzamento virou um caos absoluto.,-22.976041,-43.232355,2025-11-07,Vandalismo,media
citizen13,Sou homem trans e sinto muita insegurança ao voltar do trabalho à noite. Preciso dar uma volta muito maior para evitar a avenida principal que está às escuras.,-22.978747,-43.243819,2025-11-11,Iluminacao publica,baixa
